Number of frames: 3500																																										
Frequency: 100																																										
Units: deg/mm																																										
																																										
Frame	smart_thigh Rz	smart_thigh Ry	smart_thigh Rx	smart_thigh x	smart_thigh y	smart_thigh z	smart_shank Rz	smart_shank Ry	smart_shank Rx	smart_shank x	smart_shank y	smart_shank z	smart_foot Rz	smart_foot Ry	smart_foot Rx	smart_foot x	smart_foot y	smart_foot z	smart_up_arm Rz	smart_up_arm Ry	smart_up_arm Rx	smart_up_arm x	smart_up_arm y	smart_up_arm z	smart_low_arm Rz	smart_low_arm Ry	smart_low_arm Rx	smart_low_arm x	smart_low_arm y	smart_low_arm z	smart_low_back Rz	smart_low_back Ry	smart_low_back Rx	smart_low_back x	smart_low_back y	smart_low_back z	smart_up_back Rz	smart_up_back Ry	smart_up_back Rx	smart_up_back x	smart_up_back y	smart_up_back z
1093	18.19734516	-65.87123911	-22.12202137	225.0109711	92.9992218	493.8814697	9.586411264	12.59355658	6.030877318	376.1996765	77.746521	295.4278259	-15.76106449	30.77250206	14.24909369	419.0143127	108.6890411	56.19058991	-10.76657831	-5.000654699	-5.21882204	200.2238159	55.26514053	1006.331238	5.674488719	-20.94119607	-23.4976727	441.2800598	32.58869934	1085.616577	-2.348139422	2.21649521	-2.383045104	-97.1035614	315.3535156	647.3007813	0.620841037	25.71624962	-1.451951689	-61.69299316	301.1895142	1017.07489
1094	18.13990668	-65.88098579	-22.06967651	225.0162048	92.98044586	493.8770447	9.596893897	12.59859384	6.037428323	376.2045288	77.73813629	295.4281616	-15.76400147	30.76743748	14.21941993	419.0153503	108.6868973	56.18828201	-10.74003107	-4.981153655	-5.231800253	200.242981	55.25437927	1006.243408	5.686695548	-20.94243575	-23.47691917	441.3234558	32.61164475	1085.456787	-2.334344788	2.195583092	-2.380870116	-97.09629059	315.333252	647.2918091	0.603535846	25.74216677	-1.450069972	-61.69004822	301.1640015	1017.076782
1095	18.2497771	-65.8618476	-22.14973316	225.0251617	92.96011353	493.8704224	9.604324289	12.60477346	6.031385313	376.2099609	77.71822357	295.4226074	-15.75700224	30.7737554	14.21943274	419.0133362	108.6743774	56.18664932	-10.72179617	-4.9609205	-5.233587202	200.2718964	55.25336838	1006.158386	5.68545843	-20.92937131	-23.45483034	441.3746033	32.64389038	1085.306885	-2.337631176	2.181603829	-2.378874847	-97.09186554	315.3148193	647.282959	0.624327902	25.75194248	-1.439270055	-61.68030167	301.1383057	1017.07666
1096	18.21064695	-65.86380787	-22.11016587	225.0342712	92.94317627	493.8616638	9.607250171	12.60095197	6.038899375	376.2139893	77.6921463	295.4171753	-15.76845305	30.75986963	14.21409153	419.0143433	108.6727219	56.18001175	-10.71767586	-4.946509228	-5.244430554	200.3086853	55.2661171	1006.075623	5.697672942	-20.91332036	-23.44978624	441.428833	32.68502045	1085.161011	-2.335605598	2.197633643	-2.381621436	-97.07869721	315.2994385	647.2694702	0.621396203	25.75762008	-1.430810546	-61.67262268	301.1126709	1017.067627
1097	18.14581309	-65.87362285	-22.08008572	225.0411835	92.92005158	493.8477478	9.600981765	12.60488359	6.01753497	376.217041	77.68093872	295.4088135	-15.75202815	30.77535366	14.2370589	419.0130005	108.6715698	56.17491913	-10.69706918	-4.927578932	-5.211596554	200.3515167	55.29434586	1005.990845	5.672697929	-20.90811576	-23.4048214	441.4854126	32.73071289	1085.026245	-2.327055696	2.197849007	-2.381002237	-97.06821442	315.2897644	647.2588501	0.627184949	25.77213935	-1.427623622	-61.66146851	301.0896606	1017.056641
1098	18.14096536	-65.87302862	-22.09608544	225.0457306	92.89821625	493.8356323	9.595866807	12.60457965	6.026786888	376.2190247	77.6627655	295.4030151	-15.76083568	30.7727377	14.26949546	419.0076294	108.6760788	56.16782379	-10.69449932	-4.916003896	-5.212445632	200.398941	55.30797577	1005.903381	5.686654994	-20.89967877	-23.39485615	441.5393982	32.78115845	1084.903687	-2.328767939	2.202380624	-2.378566634	-97.06266785	315.2845459	647.2509155	0.632026966	25.766834	-1.427235262	-61.63811874	301.0689697	1017.044861
1099	18.14205478	-65.87156013	-22.07677137	225.0471039	92.88415527	493.8237305	9.590578533	12.59831551	6.039114953	376.2155151	77.64002991	295.4029541	-15.76883895	30.77293919	14.29230317	419.0079041	108.6713104	56.16978073	-10.70457043	-4.91387373	-5.200327595	200.4461365	55.34054184	1005.819824	5.6941904	-20.89380651	-23.43000943	441.5926209	32.84056854	1084.797974	-2.344800527	2.204361379	-2.381745661	-97.05566406	315.2869568	647.2424927	0.619555787	25.76462102	-1.429718783	-61.61191559	301.0505981	1017.034973
1100	18.09016924	-65.87810345	-22.01361773	225.0421143	92.86814117	493.8174438	9.601149105	12.59630402	6.048439442	376.2099609	77.63472748	295.3998718	-15.76601126	30.77077061	14.28121436	419.0063477	108.6622086	56.17163086	-10.69738508	-4.905472598	-5.148311436	200.4935608	55.38137817	1005.744141	5.713703396	-20.89174721	-23.43664837	441.6496582	32.89300919	1084.707275	-2.343914523	2.190257679	-2.380577698	-97.04528809	315.2967834	647.2386475	0.604682784	25.76470811	-1.430129341	-61.57865524	301.0357056	1017.030396
1101	18.04334317	-65.8858967	-21.97142424	225.0329285	92.85470581	493.818512	9.601783459	12.595224	6.077488663	376.2035217	77.63245392	295.3983765	-15.79308783	30.74326544	14.22368282	419.0029907	108.6605988	56.16876984	-10.6962487	-4.893072389	-5.06830815	200.5462952	55.42404556	1005.678711	5.734628535	-20.88689777	-23.44849875	441.7100525	32.95973587	1084.627563	-2.354116905	2.211111527	-2.384140922	-97.03549194	315.3075562	647.2387695	0.606811188	25.77718857	-1.427525011	-61.5437851	301.0253296	1017.027771
1102	18.10339932	-65.87845862	-22.02724567	225.0216064	92.85353088	493.821167	9.599543157	12.5951668	6.070194875	376.1951904	77.61454773	295.4028931	-15.77688833	30.76394383	14.24660323	419.0033264	108.6595612	56.16646576	-10.67052621	-4.885439226	-5.014637804	200.6021118	55.45713043	1005.635193	5.718985267	-20.89180868	-23.46585085	441.7715759	32.99996185	1084.565186	-2.353381592	2.2169936	-2.380511744	-97.02557373	315.315155	647.2422485	0.599329196	25.77201812	-1.432025466	-61.51256943	301.0109253	1017.024292
1103	18.09596466	-65.88447602	-22.03351237	225.0141754	92.84510803	493.826416	9.602794327	12.60113041	6.028239157	376.1872253	77.60160065	295.4067078	-15.72605294	30.80469616	14.29032327	419.0053101	108.6643829	56.16048431	-10.64752726	-4.878664532	-4.95188416	200.6587524	55.49333954	1005.602539	5.663461379	-20.90344903	-23.43198335	441.8327942	33.02978516	1084.523071	-2.357225708	2.243570934	-2.380200757	-97.01917267	315.3184204	647.2514648	0.598331775	25.77833092	-1.438361213	-61.47513199	300.9961243	1017.025757
1104	18.09301914	-65.88718077	-22.03898164	225.0084991	92.83920288	493.8294373	9.592685647	12.59920002	6.040633389	376.1783752	77.59365845	295.4093323	-15.75310391	30.78115933	14.28840143	419.0065613	108.6551437	56.16485596	-10.65672496	-4.868056821	-4.875939287	200.7136993	55.50469589	1005.577759	5.684971352	-20.90540076	-23.38745564	441.888092	33.05393601	1084.486572	-2.350683027	2.210137371	-2.381491236	-97.00396729	315.3180542	647.2588501	0.572503575	25.78337331	-1.448011523	-61.43191528	300.9828796	1017.022827
1105	18.08857098	-65.88790477	-22.03246735	225.0037842	92.8408432	493.8276367	9.615127941	12.5992282	6.023346607	376.1703491	77.5880661	295.407959	-15.7769498	30.75669017	14.2926148	419.0067749	108.6453171	56.16959381	-10.66855826	-4.856859153	-4.826659472	200.7591705	55.51434326	1005.566223	5.675214854	-20.91011871	-23.3407269	441.9339905	33.07401657	1084.473145	-2.340368588	2.223928804	-2.376541056	-96.99986267	315.3171997	647.2698975	0.575954154	25.77731834	-1.449497196	-61.39906693	300.9728699	1017.02594
1106	18.07559704	-65.88653873	-22.00909273	225.0037384	92.84082794	493.8275452	9.591286312	12.59771702	5.993218643	376.1639709	77.58810425	295.40271	-15.77354325	30.7544123	14.28360151	419.0057678	108.6399307	56.1699791	-10.647628	-4.849381377	-4.820977608	200.7931976	55.51480866	1005.5672	5.718310786	-20.90606158	-23.32570049	441.9712219	33.08969498	1084.468262	-2.331938	2.239026083	-2.3776595	-96.99040985	315.3180847	647.2816772	0.569527373	25.78073344	-1.453380265	-61.35639572	300.9679871	1017.031677
1107	18.05849083	-65.88752911	-21.99740628	225.0071259	92.8361969	493.828186	9.588614	12.59330045	6.017607968	376.1628723	77.57949066	295.4000549	-15.78394563	30.74621949	14.27416646	419.0022278	108.6374741	56.16713333	-10.62781704	-4.850148065	-4.856318715	200.8206482	55.50976563	1005.575989	5.725808199	-20.90773839	-23.28658058	442.0071411	33.09324646	1084.472046	-2.333271381	2.261892062	-2.381035748	-96.98532867	315.3138733	647.2896729	0.576516951	25.7852038	-1.447979613	-61.32649612	300.9647217	1017.041016
1108	18.1064712	-65.87882745	-22.04087702	225.015274	92.83375549	493.8262634	9.611653936	12.59524108	6.030651495	376.1676941	77.57964325	295.3953857	-15.77072921	30.75883144	14.26018336	419.0011902	108.6465225	56.15528488	-10.61788253	-4.855545622	-4.892608363	200.8421631	55.50262833	1005.595398	5.732496235	-20.90727564	-23.260228	442.0341797	33.09824371	1084.487793	-2.323922987	2.251728954	-2.382521527	-96.98332214	315.3088684	647.2935791	0.588932154	25.79170614	-1.436432325	-61.29723358	300.9642944	1017.049072
1109	18.17493018	-65.86459334	-22.10989949	225.0288849	92.83609009	493.8262329	9.594751779	12.59363	6.0300927	376.1767273	77.58490753	295.3960266	-15.73163833	30.79676289	14.26215813	419.0011597	108.6507492	56.14820099	-10.62256121	-4.857037592	-4.906433947	200.8604126	55.51199722	1005.623474	5.719627732	-20.91061731	-23.22856325	442.0514221	33.11657333	1084.511719	-2.325493076	2.260104901	-2.387082386	-96.98229218	315.3002625	647.2921753	0.584640874	25.78016141	-1.432958427	-61.28590775	300.9618835	1017.05426
1110	18.13619447	-65.86978428	-22.05988202	225.0444183	92.85354614	493.8223877	9.573135938	12.5928249	6.018359289	376.1873779	77.59816742	295.3987427	-15.73545811	30.80157135	14.22328667	419.0035095	108.6572952	56.14727783	-10.62119773	-4.86729739	-4.926030186	200.8774109	55.5290184	1005.652649	5.722645822	-20.90359417	-23.23145242	442.0608826	33.10695648	1084.547119	-2.307599688	2.253261051	-2.389136139	-96.98362732	315.2891846	647.2838135	0.592157764	25.78307449	-1.427910063	-61.2780838	300.9578857	1017.055847
1111	18.04355662	-65.88112922	-21.96674898	225.062149	92.86029053	493.8293152	9.569112956	12.59797315	6.00235146	376.1971741	77.62096405	295.4052429	-15.75045721	30.7968107	14.22530329	419.0086365	108.6487427	56.1504364	-10.62521644	-4.880194495	-4.951111495	200.8907928	55.53871918	1005.676819	5.724372152	-20.89648736	-23.24371943	442.0627441	33.12420273	1084.59082	-2.301347077	2.242535947	-2.391716669	-96.9823761	315.2814026	647.2712402	0.599580846	25.78123375	-1.425210538	-61.27529526	300.9573059	1017.04834
1112	18.04963719	-65.87573338	-21.96945031	225.0786285	92.87306213	493.8422241	9.573622589	12.5967403	6.038288927	376.2050171	77.63800049	295.4176025	-15.77083166	30.7852711	14.24006503	419.0121155	108.6558762	56.14961243	-10.64333181	-4.887971092	-4.959435788	200.8998261	55.55969238	1005.696045	5.696397831	-20.89664787	-23.25776401	442.0593567	33.13832855	1084.634644	-2.301552836	2.246603964	-2.391709199	-96.99294281	315.274231	647.2550049	0.607037118	25.77461359	-1.424045457	-61.27731323	300.9611206	1017.039063
1113	18.08881174	-65.8661916	-22.00010933	225.0946655	92.88653565	493.8535156	9.548325276	12.59784167	6.02467764	376.2105713	77.65470886	295.424469	-15.78220563	30.77933566	14.2421286	419.0156555	108.6671371	56.14531326	-10.65647566	-4.888958481	-4.939819485	200.8995667	55.58684921	1005.712036	5.674270153	-20.89024286	-23.26415365	442.0568237	33.14772034	1084.673706	-2.301178884	2.256009348	-2.394432097	-97.00387573	315.2662048	647.2346802	0.611445205	25.77832067	-1.422550179	-61.28661728	300.9689026	1017.026367
1114	18.14781946	-65.85825492	-22.0608741	225.1143799	92.90569305	493.8597717	9.543613299	12.60198845	6.003907462	376.2190857	77.68190002	295.4266052	-15.76366509	30.79827919	14.25562933	419.0188904	108.6676636	56.1423111	-10.64185308	-4.885092594	-4.914889294	200.8947906	55.61477661	1005.733582	5.697704532	-20.87737649	-23.2883957	442.0518799	33.16592407	1084.705688	-2.277849305	2.243883415	-2.392371727	-97.01828766	315.2588501	647.2140503	0.596169487	25.78607294	-1.419853535	-61.2996254	300.98172	1017.01239
1115	18.18870838	-65.84602888	-22.08687151	225.1349792	92.92124939	493.8635254	9.565240239	12.6004952	6.048286616	376.2302551	77.71529388	295.4265747	-15.74693625	30.8193435	14.26895246	419.0258789	108.6697311	56.1436615	-10.62387773	-4.885670172	-4.923005266	200.8908386	55.63682938	1005.768127	5.693441213	-20.86136141	-23.32347385	442.0453491	33.18282318	1084.743042	-2.267907325	2.255447779	-2.394126019	-97.03198242	315.252533	647.1922607	0.633276037	25.78537797	-1.412960593	-61.30720902	300.9960022	1017.000671
1116	18.22021263	-65.83561284	-22.13532317	225.1503143	92.94200897	493.8629761	9.546486247	12.60132848	6.028083344	376.241272	77.7390976	295.4286499	-15.78321821	30.79762008	14.2190622	419.0359802	108.6781845	56.14119721	-10.64153462	-4.891019491	-4.952936863	200.8874512	55.66341019	1005.803772	5.668023091	-20.85927307	-23.31654803	442.0379028	33.1990509	1084.779297	-2.251278802	2.249429742	-2.393063071	-97.05515289	315.2496033	647.1730957	0.624967165	25.80194801	-1.416837366	-61.31983948	301.0115051	1016.987915
1117	18.25412793	-65.82258767	-22.12813268	225.162262	92.96181488	493.8713074	9.524165189	12.5948953	6.021917817	376.2510681	77.76689148	295.4388123	-15.7855473	30.79863095	14.20265267	419.0439148	108.6913528	56.14060974	-10.63306518	-4.893777606	-4.957253543	200.8872375	55.70834351	1005.836487	5.648483628	-20.85110075	-23.35962774	442.0329895	33.2171135	1084.807495	-2.261681394	2.236267327	-2.398651019	-97.0798111	315.2509155	647.1592407	0.630460345	25.78899284	-1.421261514	-61.33156967	301.0280457	1016.981018
1118	18.25243746	-65.82444548	-22.12730794	225.1683502	92.98960114	493.8842468	9.536718223	12.59676933	6.022863371	376.2535706	77.80604553	295.4483643	-15.76295645	30.81828482	14.19289916	419.0467834	108.6925507	56.14523697	-10.6376397	-4.896399972	-4.970424282	200.8899841	55.74673843	1005.865112	5.643974849	-20.83845637	-23.35375378	442.0297546	33.23496628	1084.828857	-2.254577783	2.229838198	-2.401517778	-97.10457611	315.256073	647.147583	0.644265331	25.78901333	-1.418217171	-61.34039307	301.0463867	1016.978333
1119	18.32254082	-65.81589409	-22.17860949	225.1670227	93.02124023	493.9026794	9.548876813	12.60152485	6.031959476	376.2461243	77.83515167	295.4559937	-15.78670673	30.80124691	14.19316298	419.0460205	108.7074738	56.1447258	-10.63583056	-4.903476902	-5.005331671	200.890564	55.78552628	1005.888062	5.649685314	-20.82187267	-23.37379185	442.024231	33.25328064	1084.840576	-2.230799547	2.205353464	-2.402227477	-97.12682343	315.2634277	647.1369019	0.645793852	25.8054997	-1.412144279	-61.33971405	301.0707397	1016.978394
1120	18.38381444	-65.8085448	-22.26091327	225.1589813	93.05066681	493.9207153	9.547465526	12.60345267	6.002959346	376.2320862	77.86258698	295.4627075	-15.80237689	30.78955704	14.20423898	419.0427246	108.7040482	56.15367889	-10.63825101	-4.909469539	-5.036301456	200.8859711	55.81689835	1005.909485	5.627549098	-20.81445337	-23.37978193	442.0201416	33.27254105	1084.842896	-2.234677387	2.207595047	-2.409163961	-97.15351105	315.2748413	647.1309204	0.640039952	25.80745314	-1.411367558	-61.34265518	301.0967712	1016.982666
1121	18.3693703	-65.80857896	-22.2344275	225.1492767	93.08882904	493.9274597	9.58034691	12.60642124	5.990529683	376.2184448	77.88894653	295.4651184	-15.78804032	30.79720344	14.17708215	419.0357361	108.7028427	56.15798187	-10.61447853	-4.9033181	-5.045596063	200.8773499	55.85120392	1005.928894	5.621729777	-20.80392464	-23.39713914	442.0183716	33.28379059	1084.835693	-2.176028474	2.209200354	-2.408117021	-97.17102051	315.289093	647.1223145	0.653715645	25.80979419	-1.40428113	-61.3465004	301.1265869	1016.989929
1122	18.29474365	-65.81842126	-22.13674043	225.1393585	93.10339356	493.9353943	9.568910612	12.60253657	5.98369309	376.2058716	77.9128952	295.4638062	-15.80246739	30.78110127	14.18277085	419.0317688	108.7276688	56.14567566	-10.63910649	-4.895630295	-5.029246298	200.8669586	55.8886261	1005.936401	5.613362795	-20.79920498	-23.38833845	442.0235901	33.3099556	1084.806519	-2.173386258	2.204973535	-2.410268104	-97.20463562	315.3042908	647.1221924	0.657679129	25.81844974	-1.397269408	-61.33596039	301.1590271	1016.999207
1123	18.3222659	-65.81935016	-22.17478117	225.129364	93.12084961	493.9371338	9.545808351	12.60097758	5.958460664	376.1949768	77.9309082	295.4647217	-15.80905511	30.77080134	14.19890461	419.0269165	108.7264633	56.14757538	-10.64648394	-4.891836552	-5.040217716	200.8604431	55.91555405	1005.93158	5.614541002	-20.79343176	-23.34869603	442.036438	33.34640122	1084.765747	-2.17367462	2.211379612	-2.414910711	-97.22177124	315.3240051	647.1194458	0.652353876	25.81951696	-1.398480165	-61.33687973	301.1908569	1017.012024
1124	18.40471653	-65.80605179	-22.2555345	225.1219177	93.1417923	493.9424133	9.554934337	12.59829929	5.982963114	376.1867981	77.94165039	295.4693604	-15.81121345	30.7681888	14.17175887	419.0220947	108.7369843	56.14595795	-10.6251285	-4.89272405	-5.075407277	200.8603973	55.94931412	1005.913574	5.623839024	-20.78856525	-23.35136322	442.0509338	33.39335632	1084.715454	-2.174267139	2.219060373	-2.419567193	-97.24005127	315.3444214	647.1156616	0.644717457	25.81001104	-1.402981153	-61.32580566	301.2237549	1017.020447
1125	18.38145461	-65.81055288	-22.2777309	225.1177521	93.15305328	493.9554749	9.556059611	12.59652515	5.989571749	376.1799011	77.95935059	295.4703064	-15.79526325	30.78061974	14.16152981	419.0227356	108.7426224	56.1401329	-10.63799658	-4.893233753	-5.059123253	200.8672028	56.00516892	1005.883118	5.621943647	-20.78481035	-23.30465497	442.068573	33.44874191	1084.665161	-2.177874759	2.227352863	-2.425966653	-97.26196289	315.3627625	647.1100464	0.631656535	25.81268677	-1.410086898	-61.3209343	301.2587585	1017.025574
1126	18.39608488	-65.80939858	-22.29344205	225.1142426	93.16634369	493.9694824	9.575517966	12.59885851	5.974681936	376.175293	77.96811676	295.4756775	-15.78608347	30.79934129	14.16404674	419.0268555	108.7469864	56.13699341	-10.62415435	-4.889914707	-5.055674861	200.8787537	56.05659103	1005.857239	5.62984703	-20.7859527	-23.27862512	442.0856934	33.51882172	1084.620117	-2.180883671	2.228027344	-2.43045857	-97.26539612	315.3791809	647.1032104	0.605250543	25.80209998	-1.414016284	-61.31573486	301.2992554	1017.026794
1127	18.39466078	-65.81024552	-22.28411542	225.1135864	93.16746521	493.985199	9.571619636	12.59503532	5.973686436	376.1727295	77.967453	295.4822693	-15.80454035	30.78470761	14.14434676	419.0322266	108.7401505	56.14063263	-10.60694227	-4.882179518	-5.088238215	200.8904724	56.12088394	1005.844116	5.624312015	-20.78122621	-23.2682586	442.1043396	33.60736466	1084.582275	-2.16799489	2.229459122	-2.432738999	-97.27554321	315.3936768	647.0947266	0.595834594	25.80717652	-1.409027685	-61.30747604	301.3421631	1017.026489
1128	18.39220533	-65.81128371	-22.297979	225.1168365	93.18556213	493.9934998	9.511560075	12.59028833	5.972199163	376.1720581	77.98040772	295.4825439	-15.83106369	30.75606521	14.12718591	419.035675	108.7269745	56.1454277	-10.59665515	-4.870855918	-5.116641556	200.902298	56.19989777	1005.84967	5.631457247	-20.77786576	-23.26004871	442.128418	33.71004868	1084.546143	-2.170998039	2.224894208	-2.436240325	-97.27735901	315.4067383	647.0836792	0.584419587	25.8204527	-1.409968223	-61.29492188	301.3835449	1017.023438
1129	18.44736935	-65.80070375	-22.33007406	225.1248627	93.1892395	493.9992981	9.53267902	12.59699558	5.951627913	376.1745911	77.98428345	295.4810181	-15.81218333	30.77693144	14.15071506	419.0373535	108.724762	56.14393616	-10.58220247	-4.8633743	-5.152788198	200.9172516	56.28902817	1005.867432	5.657903739	-20.76550141	-23.26164356	442.1552429	33.82155609	1084.523682	-2.175976607	2.236547365	-2.440406954	-97.28559876	315.4215393	647.0755615	0.563107902	25.81146246	-1.417095526	-61.28215027	301.4229736	1017.016724
1130	18.40334195	-65.80512288	-22.29202478	225.1370087	93.18870544	494.0011292	9.575710919	12.59967814	5.960020508	376.1798706	77.97062683	295.4802856	-15.80199611	30.79062255	14.14265544	419.0386963	108.7442093	56.13011169	-10.5520156	-4.856895439	-5.210261679	200.9375305	56.36190796	1005.881592	5.670653568	-20.75965818	-23.29886638	442.1853638	33.94587708	1084.501587	-2.184413385	2.230769025	-2.443137749	-97.27833557	315.4353943	647.0679321	0.53574419	25.79893077	-1.424706598	-61.26641464	301.4650879	1017.016174
1131	18.4685327	-65.79412628	-22.34780864	225.149765	93.18556213	493.9941101	9.541775124	12.59473137	5.975444356	376.188324	77.96593475	295.4782104	-15.80823378	30.79036301	14.16491673	419.0403137	108.7415619	56.12598038	-10.56479317	-4.852507896	-5.236824284	200.9660339	56.44309616	1005.886169	5.650717099	-20.75387643	-23.29856756	442.2233887	34.04955673	1084.484985	-2.179722966	2.227937911	-2.446960947	-97.27610016	315.4459534	647.0621338	0.529302522	25.81765232	-1.429418148	-61.23748016	301.5138855	1017.01709
1132	18.52515155	-65.7810328	-22.36453748	225.1605072	93.17915344	493.9868774	9.539994152	12.59816781	5.969570394	376.1971741	77.9701004	295.4758301	-15.8057954	30.78904136	14.16388879	419.040802	108.7237167	56.13127136	-10.5107032	-4.842903369	-5.227053699	201.0040741	56.53033829	1005.884827	5.670652287	-20.74877086	-23.31559693	442.265625	34.17089462	1084.471191	-2.163405217	2.216277711	-2.446114644	-97.26876831	315.4533386	647.0556641	0.523265435	25.81878954	-1.430153994	-61.21298218	301.5594177	1017.018372
1133	18.49031075	-65.78419518	-22.36444357	225.1691742	93.17738342	493.9855042	9.541561681	12.60147448	5.96376644	376.2048645	77.96012116	295.4793396	-15.8136006	30.78336206	14.14086337	419.0422974	108.7266617	56.1313858	-10.49663899	-4.841617586	-5.22596343	201.0496674	56.62004089	1005.882935	5.674757231	-20.74189457	-23.32136503	442.3151245	34.2897377	1084.460571	-2.15824757	2.215223941	-2.450280632	-97.25971985	315.459198	647.0505371	0.501122975	25.82182215	-1.44346155	-61.17163086	301.6003723	1017.021667
1134	18.46104339	-65.79105952	-22.34618135	225.1784515	93.17593384	493.9846497	9.536180346	12.59687434	5.980584074	376.2101135	77.95302582	295.4804382	-15.80119868	30.79118263	14.11229268	419.0422668	108.7365189	56.12345886	-10.46648114	-4.840196053	-5.219943472	201.1036377	56.69887161	1005.885925	5.705989125	-20.72279736	-23.34902729	442.3719177	34.40214539	1084.453125	-2.165880307	2.226782329	-2.457442726	-97.2428894	315.463562	647.0443726	0.516348267	25.80790393	-1.446830541	-61.14287567	301.6368713	1017.012939
1135	18.4604338	-65.78963884	-22.32410618	225.1882324	93.18689728	493.984375	9.535464029	12.59817976	5.995240806	376.2140808	77.95397949	295.4759216	-15.79825658	30.80250367	14.13013911	419.0423889	108.7394333	56.11600113	-10.47187016	-4.842603695	-5.203143768	201.1628113	56.7770462	1005.896606	5.70205707	-20.71470017	-23.36528143	442.4342651	34.52068329	1084.4552	-2.153819473	2.244756612	-2.460582265	-97.23361969	315.463501	647.0413208	0.495096134	25.82696187	-1.463201757	-61.10241318	301.6713867	1017.002197
1136	18.55508144	-65.77005669	-22.42835023	225.1983185	93.19041443	493.9862366	9.50404089	12.60172122	5.987255888	376.2201843	77.94586182	295.4732971	-15.80504237	30.80957291	14.18810181	419.042572	108.7303619	56.11584473	-10.50642494	-4.844764596	-5.179124981	201.2250214	56.865551	1005.918762	5.681680908	-20.70769239	-23.42870145	442.5003052	34.62639237	1084.463989	-2.135208915	2.244349575	-2.464612504	-97.22032166	315.4603882	647.0397949	0.489138661	25.82392072	-1.469692892	-61.06230545	301.7043457	1016.996338
1137	18.50840222	-65.77722156	-22.38333929	225.2102509	93.1838913	493.9871216	9.534002369	12.60621121	5.975232193	376.2273254	77.94754028	295.4666138	-15.81605434	30.79639748	14.17491784	419.0437317	108.7388229	56.10422897	-10.46788389	-4.837918185	-5.149588681	201.2930756	56.93215561	1005.949585	5.651540137	-20.70778631	-23.40263062	442.5674744	34.72281265	1084.478149	-2.117606024	2.253047181	-2.466586642	-97.1944046	315.4569092	647.038208	0.489233003	25.83213744	-1.468729942	-61.01903534	301.732605	1016.995361
1138	18.49909096	-65.77276827	-22.35067049	225.2232361	93.18599701	493.9871826	9.527838977	12.60539586	5.989225117	376.2353821	77.94779968	295.466095	-15.8119255	30.81028667	14.14310964	419.0457459	108.7379227	56.09724045	-10.4317667	-4.826096408	-5.096199227	201.3620605	57.00359345	1005.978699	5.647727611	-20.70704182	-23.40336657	442.6351929	34.80361557	1084.48938	-2.117489697	2.261902948	-2.467453009	-97.18151093	315.4514771	647.0465088	0.495475049	25.83461509	-1.467146512	-60.96653748	301.7583008	1016.998779
1139	18.5278563	-65.7632948	-22.40360617	225.2337799	93.19272614	493.9866943	9.521428845	12.59883375	6.029600072	376.2421265	77.95689392	295.4659729	-15.82068521	30.81003737	14.14099143	419.049408	108.7396011	56.09226227	-10.42799473	-4.822437134	-5.044977504	201.4290314	57.06252289	1006.004761	5.628141617	-20.70743285	-23.4112025	442.7007446	34.87611008	1084.496704	-2.09140862	2.23279567	-2.466767215	-97.17520142	315.4471436	647.0565796	0.494026089	25.81890395	-1.470303873	-60.91346741	301.7886047	1017.010864
1140	18.58213069	-65.75425163	-22.43394928	225.2428131	93.17816925	493.9907532	9.537393558	12.60042092	6.015484206	376.2452087	77.96329498	295.4656677	-15.82196587	30.81359248	14.13529505	419.0541687	108.7373962	56.08776856	-10.40541242	-4.821825405	-5.033583041	201.4951477	57.11829758	1006.023499	5.63562537	-20.700589	-23.3922658	442.7661438	34.93910217	1084.495361	-2.089864357	2.245355534	-2.4776095	-97.16902161	315.4464722	647.0668945	0.498174788	25.84290182	-1.468709344	-60.86340714	301.8240051	1017.029053
1141	18.51146726	-65.76330846	-22.3467363	225.2465515	93.17998505	493.9942932	9.52674017	12.60399482	5.973195943	376.2472534	77.97045898	295.4702454	-15.80822353	30.82491352	14.12502074	419.0558167	108.7411575	56.08466339	-10.43440828	-4.827052635	-5.076203848	201.5556793	57.1681366	1006.037781	5.624459718	-20.70528475	-23.3269487	442.8324585	35.00797272	1084.482422	-2.088185838	2.258919649	-2.480066661	-97.15982056	315.4484253	647.0802002	0.48633124	25.85662196	-1.469607514	-60.81648636	301.8587036	1017.048584
1142	18.52386235	-65.75898495	-22.36614941	225.2467346	93.18370819	493.9978333	9.526809326	12.60481273	5.970576139	376.2450867	77.98042297	295.4720459	-15.82014051	30.81276603	14.12740021	419.0536194	108.7526855	56.08120346	-10.44454343	-4.824880208	-5.115871026	201.611969	57.20731735	1006.049316	5.606777639	-20.7092548	-23.26778561	442.894989	35.06701279	1084.464722	-2.104787253	2.281161947	-2.4904462	-97.14969635	315.4489746	647.0926514	0.489228361	25.86462011	-1.47069853	-60.76696014	301.8936462	1017.06427
