Number of frames: 2000																																										
Frequency: 100																																										
Units: deg/mm																																										
																																										
Frame	smart_thigh Rz	smart_thigh Ry	smart_thigh Rx	smart_thigh x	smart_thigh y	smart_thigh z	smart_shank Rz	smart_shank Ry	smart_shank Rx	smart_shank x	smart_shank y	smart_shank z	smart_foot Rz	smart_foot Ry	smart_foot Rx	smart_foot x	smart_foot y	smart_foot z	smart_up_arm Rz	smart_up_arm Ry	smart_up_arm Rx	smart_up_arm x	smart_up_arm y	smart_up_arm z	smart_low_arm Rz	smart_low_arm Ry	smart_low_arm Rx	smart_low_arm x	smart_low_arm y	smart_low_arm z	smart_low_back Rz	smart_low_back Ry	smart_low_back Rx	smart_low_back x	smart_low_back y	smart_low_back z	smart_up_back Rz	smart_up_back Ry	smart_up_back Rx	smart_up_back x	smart_up_back y	smart_up_back z
517	-4.677956862	4.37010188	-0.124138848	376.9565125	113.21698	671.742981	13.16667775	9.895409876	1.825400499	333.4167786	87.42832184	312.3636169	-10.2209051	31.16680888	13.0533504	417.7737732	118.6323853	52.2340622	-4.022045685	4.567155399	-1.285435946	537.34552	51.57581329	1321.248413	2.592775454	-3.299479759	-8.691211667	789.1190186	30.54084778	1336.252075	0.598561867	-3.537546857	-0.221955068	273.0637207	296.8507385	1018.530762	2.176910849	20.24280923	-0.56051051	242.4043732	295.474823	1389.01062
518	-4.703723324	4.364760245	-0.134681085	376.9483337	113.2140427	671.7436523	13.1354672	9.891877815	1.805934887	333.408844	87.42472839	312.36026	-10.21907632	31.16423049	13.0472186	417.772583	118.6315994	52.23340225	-4.039313257	4.562600517	-1.311726197	537.3206787	51.5764885	1321.25415	2.609499386	-3.296457401	-8.704258182	789.0881958	30.48041725	1336.268188	0.586129322	-3.538035429	-0.218584983	273.0585938	296.8500977	1018.526245	2.165747545	20.25278301	-0.56442218	242.3791504	295.4818115	1389
519	-4.670549522	4.364229625	-0.131708205	376.9449158	113.2050552	671.7435913	13.15752018	9.894457065	1.808045415	333.4041748	87.41989899	312.3576965	-10.2203843	31.16190481	13.04282252	417.770752	118.6303711	52.23519898	-3.99680899	4.560970236	-1.300016692	537.2972412	51.56045914	1321.26416	2.606062093	-3.298105184	-8.661558401	789.0563354	30.43951798	1336.286743	0.581448401	-3.538065524	-0.218898331	273.0517273	296.8477173	1018.521729	2.164413097	20.25935365	-0.565219765	242.3651886	295.4873352	1388.994629
520	-4.651708018	4.36672862	-0.11659285	376.9481201	113.1829376	671.7442627	13.16162427	9.89596739	1.814461524	333.4064026	87.41485596	312.3552551	-10.21975507	31.16147109	13.05240954	417.7689514	118.6296387	52.23290634	-4.011266793	4.557213632	-1.277488807	537.2734985	51.55720139	1321.276245	2.603864906	-3.298179249	-8.630324799	789.0231934	30.38750458	1336.300903	0.59284073	-3.521088235	-0.22122892	273.0372314	296.841156	1018.514526	2.189081605	20.25107717	-0.563883449	242.3608093	295.4885864	1388.991455
521	-4.64755569	4.368064776	-0.122579791	376.9548035	113.1704865	671.7443237	13.15702243	9.894901881	1.813024837	333.4164429	87.40979004	312.353241	-10.22055847	31.1594596	13.05394207	417.7721252	118.6284485	52.23001862	-4.017334562	4.558865257	-1.279986629	537.2496948	51.55597687	1321.285645	2.603590632	-3.295620916	-8.620900846	788.9862671	30.33013725	1336.304443	0.605656032	-3.543293607	-0.223290383	273.0328674	296.8351746	1018.511597	2.159570492	20.26464022	-0.567066264	242.3488464	295.4887695	1388.990112
522	-4.630325684	4.367135444	-0.115214446	376.9627686	113.1638412	671.7410278	13.15795133	9.891045385	1.837745853	333.4266968	87.41227722	312.3482971	-10.21733377	31.15861265	13.05105546	417.7741394	118.6276321	52.23081207	-4.030364002	4.554906735	-1.273130399	537.2277222	51.55315399	1321.293701	2.604746641	-3.292790656	-8.601953901	788.9511719	30.28469086	1336.306519	0.58799994	-3.55057715	-0.226847311	273.0184937	296.8296204	1018.509644	2.171990978	20.24810433	-0.567646937	242.3470001	295.4906311	1388.996582
523	-4.642231131	4.362291986	-0.119754547	376.9703674	113.159668	671.7384033	13.14717671	9.893233607	1.837703591	333.4368591	87.41559601	312.3424683	-10.21566891	31.16097931	13.05531835	417.7770081	118.6273346	52.23020554	-4.044121284	4.54992582	-1.262775619	537.2036743	51.5520401	1321.293579	2.603060011	-3.294907375	-8.56621579	788.9197998	30.23424721	1336.310791	0.592605782	-3.544110242	-0.228399952	273.005127	296.8231812	1018.503906	2.156327647	20.27492307	-0.56426626	242.3348846	295.4929199	1388.994629
524	-4.641590374	4.355379407	-0.1449096	376.9774475	113.1484299	671.7382813	13.15785998	9.896961183	1.84357798	333.4461365	87.41316986	312.3405762	-10.21176375	31.15957571	13.05501526	417.7786865	118.6263809	52.23135376	-4.043428873	4.551659407	-1.223893487	537.1802368	51.53059006	1321.287964	2.585847508	-3.299183713	-8.545802916	788.8918457	30.17704964	1336.31665	0.580986936	-3.525058923	-0.227121479	272.9938965	296.820343	1018.505798	2.192811529	20.2683456	-0.565723758	242.330658	295.4961853	1388.99939
525	-4.651895422	4.351048214	-0.133491018	376.9793091	113.1466904	671.7375488	13.18683108	9.897420513	1.871288058	333.4548645	87.4047699	312.3395691	-10.21487831	31.16332548	13.04860342	417.7776489	118.6263428	52.23273087	-4.057622006	4.547977935	-1.207885124	537.1569824	51.51734543	1321.283691	2.582764745	-3.301460514	-8.518159433	788.8691406	30.13361359	1336.333496	0.587835055	-3.533061343	-0.227780272	272.9825134	296.8168335	1018.504944	2.1824004	20.27282791	-0.562776105	242.3264465	295.5001221	1389.006592
526	-4.665817908	4.350124857	-0.117397705	376.9743958	113.1436539	671.739624	13.17444624	9.89508715	1.848360393	333.4599609	87.40539551	312.3407593	-10.22378744	31.16328792	13.04221122	417.778595	118.6282196	52.22921372	-4.051933312	4.542430968	-1.213689291	537.1413574	51.48954773	1321.289551	2.580135122	-3.304134747	-8.527194066	788.8532104	30.08634758	1336.363892	0.593386558	-3.543860299	-0.227788063	272.9702454	296.8132935	1018.505859	2.169590167	20.28361619	-0.563552772	242.3309937	295.4986572	1389.008423
527	-4.68845657	4.346536447	-0.11644444	376.963501	113.1553574	671.7376099	13.13584116	9.892171513	1.836982365	333.4589844	87.4081192	312.341095	-10.2247505	31.15968841	13.04831826	417.7770386	118.6305695	52.22970963	-4.059998912	4.536192871	-1.201246287	537.1343994	51.45942688	1321.313354	2.588895053	-3.308119735	-8.516179532	788.8404541	30.03862381	1336.402954	0.584925341	-3.549291154	-0.22301236	272.9557495	296.8070679	1018.510437	2.163571489	20.27110841	-0.568361919	242.329834	295.498291	1389.009766
528	-4.675960312	4.347853819	-0.107527441	376.9486694	113.1688156	671.7299194	13.16854325	9.896230353	1.863390652	333.4542847	87.40428162	312.3377075	-10.2228739	31.15205226	13.04837802	417.772644	118.6315002	52.22657394	-4.078723876	4.536139083	-1.232207428	537.1296387	51.43561554	1321.342773	2.566142625	-3.308348547	-8.556201025	788.831665	29.99858475	1336.443115	0.593104919	-3.539603384	-0.220120588	272.943634	296.800354	1018.508423	2.159954904	20.2866949	-0.566364035	242.3370819	295.4977417	1389.005737
529	-4.673875397	4.349887081	-0.106992259	376.9309082	113.1716232	671.7282104	13.16945849	9.895753947	1.845974523	333.4442444	87.40116119	312.3380127	-10.22523886	31.15399545	13.05111095	417.7730103	118.6340561	52.22532272	-4.087235999	4.532037128	-1.268498357	537.1269531	51.40972519	1321.368896	2.56612	-3.314186224	-8.571077177	788.8258667	29.9607544	1336.476196	0.595676112	-3.537322314	-0.22410507	272.9360657	296.7949524	1018.509094	2.165477752	20.25934682	-0.5647456	242.3365173	295.494751	1389.007446
530	-4.689632644	4.350202551	-0.099866831	376.9134521	113.160553	671.7314453	13.14822685	9.89366647	1.815351797	333.4316711	87.40438843	312.3371277	-10.21957663	31.15674118	13.05469424	417.7733459	118.6329651	52.22498703	-4.078061347	4.52793688	-1.270598213	537.12854	51.40140152	1321.387573	2.545354091	-3.323713484	-8.534469925	788.824646	29.93758965	1336.508545	0.566025674	-3.552288113	-0.222200048	272.9403687	296.7927246	1018.506165	2.153539435	20.27430494	-0.56397507	242.3407135	295.4904785	1389.010498
531	-4.65540187	4.356847898	-0.108214042	376.8985901	113.1486969	671.7364502	13.15392835	9.893911503	1.81453132	333.4192505	87.41149902	312.3338623	-10.21835744	31.15043009	13.0559305	417.7694092	118.6326065	52.22335815	-4.082221359	4.526991325	-1.262951176	537.1310425	51.38944244	1321.397705	2.55771033	-3.325939059	-8.564215398	788.8238525	29.92342377	1336.536377	0.571762446	-3.557749062	-0.224329586	272.9389038	296.7874756	1018.506958	2.157306071	20.24690222	-0.557351387	242.3405609	295.481781	1389.012207
532	-4.649624384	4.357524087	-0.119383583	376.8877869	113.1447449	671.7406616	13.14672079	9.889140616	1.818859526	333.4073181	87.40331268	312.3404541	-10.21810899	31.15312801	13.06006192	417.7710876	118.6323471	52.22573471	-4.071849717	4.524819325	-1.246960956	537.1340942	51.37753677	1321.400879	2.565678173	-3.329825009	-8.581156829	788.8230591	29.90300942	1336.561646	0.566561524	-3.527444367	-0.226764628	272.9369812	296.7857056	1018.514099	2.151681624	20.28053578	-0.557327908	242.3464813	295.4766846	1389.019897
533	-4.622777898	4.362561778	-0.095672894	376.8819275	113.1328354	671.7453613	13.18681144	9.883993215	1.844455873	333.3939819	87.3923111	312.3451233	-10.21711691	31.16003333	13.05921412	417.7725525	118.6277695	52.22803116	-4.080248288	4.520501365	-1.225246291	537.1324463	51.3720398	1321.397095	2.590168883	-3.334774122	-8.540323397	788.8240967	29.88455772	1336.585815	0.586278732	-3.543672683	-0.224396687	272.9297791	296.7806702	1018.522095	2.173203977	20.26690101	-0.548584733	242.3487396	295.4762878	1389.023926
534	-4.654641584	4.363809568	-0.110388724	376.8794861	113.1229324	671.7518921	13.18483837	9.883848073	1.839606439	333.3822632	87.38981628	312.3469849	-10.21488088	31.1599582	13.05989628	417.7734375	118.6265259	52.22860336	-4.068734724	4.512947176	-1.240077086	537.1279907	51.37026596	1321.387085	2.56050345	-3.341334305	-8.582024263	788.8237305	29.86854744	1336.599121	0.598630169	-3.523325122	-0.227398395	272.9346619	296.7731628	1018.534424	2.164557384	20.26574671	-0.550779785	242.3552399	295.4827576	1389.02771
535	-4.677442463	4.360192983	-0.118929762	376.8765869	113.1244278	671.7557373	13.16763569	9.88243337	1.820596955	333.3718262	87.38491821	312.3525696	-10.21524971	31.15754031	13.05323429	417.7740173	118.6273651	52.23006439	-4.071958146	4.512782397	-1.235414308	537.1252441	51.36895752	1321.383423	2.544730836	-3.344948329	-8.595396919	788.8264771	29.86569405	1336.609009	0.592369553	-3.528091527	-0.231267857	272.9342346	296.7697449	1018.545349	2.156421348	20.28220064	-0.554209607	242.3593292	295.4918213	1389.034424
536	-4.677637978	4.361366495	-0.119531539	376.8738709	113.1287689	671.7554932	13.15271599	9.880217828	1.8000272	333.3607483	87.37721252	312.3539124	-10.2175677	31.16265954	13.05544215	417.7735901	118.6237946	52.23104096	-4.101100429	4.50984072	-1.223577697	537.125	51.36011124	1321.388794	2.567286682	-3.34811092	-8.564695219	788.8309937	29.85733986	1336.620605	0.582685359	-3.529217868	-0.230757621	272.9359741	296.7707214	1018.555115	2.155248904	20.27713093	-0.5583598	242.3630676	295.5011597	1389.035034
537	-4.656962141	4.363424089	-0.117841921	376.8692017	113.124855	671.756897	13.14483054	9.884005168	1.777355454	333.3522034	87.37410736	312.3548279	-10.21397929	31.16501937	13.06391841	417.7717285	118.6192932	52.22818375	-4.104931738	4.510261631	-1.211711631	537.12854	51.35876465	1321.400757	2.528550118	-3.351070526	-8.565321889	788.8322144	29.85452271	1336.627563	0.57134431	-3.541951475	-0.234046277	272.9364014	296.7757568	1018.564697	2.180046119	20.27634546	-0.55915477	242.3634491	295.5100403	1389.040771
538	-4.624626745	4.369499116	-0.092078714	376.8603516	113.1332932	671.7559204	13.15453368	9.885891154	1.766761511	333.3453064	87.37866974	312.3554382	-10.21804752	31.16045681	13.06090715	417.7695313	118.6197891	52.23101044	-4.112144418	4.513444926	-1.263860338	537.1295776	51.35486603	1321.420044	2.533967952	-3.345481937	-8.584317499	788.831543	29.84861755	1336.630859	0.577701936	-3.547054907	-0.23531952	272.9395447	296.7804565	1018.568481	2.156837563	20.26748329	-0.561210657	242.3732605	295.5202026	1389.04248
539	-4.643277003	4.369830807	-0.086175029	376.8486023	113.1411285	671.7528687	13.15660493	9.883334955	1.782616941	333.3415222	87.37433624	312.3553772	-10.21947418	31.15662848	13.05487183	417.7669067	118.6224365	52.23081207	-4.09242182	4.516538148	-1.275421714	537.1300049	51.3598938	1321.438599	2.538517285	-3.340927909	-8.578816635	788.8319702	29.85842323	1336.623779	0.590209613	-3.516992043	-0.23105284	272.9341431	296.7814636	1018.566711	2.160561083	20.25568072	-0.564683862	242.373291	295.5286255	1389.04126
540	-4.663767998	4.37203397	-0.08880007	376.8363037	113.1398926	671.7525024	13.15359538	9.880260517	1.809199504	333.3381653	87.37637329	312.3558655	-10.21475964	31.15260209	13.04837632	417.7672424	118.6231079	52.22808075	-4.086973463	4.519440124	-1.268538591	537.1330566	51.36502457	1321.449341	2.530037178	-3.335946993	-8.592284061	788.8297119	29.85571098	1336.613403	0.589544096	-3.553177531	-0.228142619	272.9377136	296.7813721	1018.56665	2.162515585	20.27902289	-0.562272912	242.3645325	295.538147	1389.040405
541	-4.672103817	4.37289372	-0.079233669	376.8286438	113.1441727	671.7526245	13.14228459	9.878954243	1.785860534	333.3343506	87.37943268	312.3563538	-10.21099621	31.15457601	13.05698577	417.7679138	118.620697	52.23099518	-4.081707815	4.521393558	-1.292035936	537.1372681	51.37324905	1321.452759	2.542749868	-3.333832409	-8.579037763	788.8293457	29.85563469	1336.600952	0.574999315	-3.532360182	-0.224979334	272.9430847	296.7799683	1018.562195	2.162354648	20.28624752	-0.566260675	242.3527069	295.5466309	1389.035278
542	-4.692229823	4.372680276	-0.071468758	376.8280029	113.1390915	671.7561646	13.15152925	9.881339686	1.774785169	333.3329773	87.38248444	312.3566895	-10.21147773	31.1572876	13.06094557	417.7672119	118.6206894	52.2299614	-4.061038808	4.522684464	-1.299117562	537.1364136	51.36834717	1321.443604	2.547580946	-3.32918041	-8.576003451	788.8282471	29.85800171	1336.585449	0.598034395	-3.541481473	-0.224705646	272.9491577	296.7841797	1018.556213	2.132091147	20.24817605	-0.57810417	242.3450317	295.5523071	1389.030273
543	-4.673722145	4.372170147	-0.098548004	376.8312073	113.140831	671.7570801	13.1723562	9.88294222	1.781536704	333.3347778	87.38453674	312.3583984	-10.21542729	31.15535465	13.05559241	417.770813	118.6211853	52.22933197	-4.078224845	4.527091644	-1.265939491	537.1289673	51.37425613	1321.42749	2.540932824	-3.329946672	-8.545005491	788.8236084	29.85329628	1336.565918	0.595977974	-3.546196011	-0.224950359	272.9569702	296.7901611	1018.549622	2.141426308	20.25838547	-0.57803272	242.3331909	295.56073	1389.029175
544	-4.669922852	4.371827357	-0.11836962	376.8376465	113.1486664	671.7554321	13.16051265	9.885078361	1.776061987	333.3390198	87.38679504	312.3590088	-10.21508749	31.15664214	13.05325136	417.773407	118.6203079	52.23034287	-4.091615431	4.526456863	-1.253790612	537.1164551	51.37874985	1321.411865	2.54482838	-3.328899092	-8.562496752	788.8141479	29.86301422	1336.553345	0.58346256	-3.556176411	-0.222880839	272.9580078	296.7961426	1018.544922	2.165393229	20.27319162	-0.5766122	242.3301697	295.5620422	1389.020874
545	-4.639872581	4.375399119	-0.104262711	376.8499756	113.1574936	671.7553711	13.15415716	9.885912498	1.771143504	333.3451233	87.39196777	312.3603821	-10.21252958	31.16121837	13.06051612	417.774231	118.622879	52.23044205	-4.088092761	4.526907655	-1.265717936	537.1021729	51.39103317	1321.397827	2.53634315	-3.325213564	-8.572425286	788.8018799	29.86593247	1336.541382	0.571636568	-3.537664891	-0.22143632	272.9754028	296.8051147	1018.541687	2.137826372	20.25201632	-0.575947111	242.3240814	295.5600586	1389.018066
546	-4.653232858	4.374317814	-0.128698987	376.865448	113.1573792	671.7526245	13.14811757	9.879729469	1.794452058	333.3518066	87.39732361	312.359314	-10.21850771	31.15643041	13.05597661	417.7764893	118.6240158	52.2310257	-4.088745898	4.525566804	-1.2776824	537.0875244	51.39494705	1321.384155	2.537601613	-3.328555448	-8.546162355	788.7872925	29.86596108	1336.530762	0.56862899	-3.54309852	-0.222914776	272.9779358	296.8140869	1018.538025	2.145259112	20.27878042	-0.571845796	242.3218079	295.5590515	1389.012695
547	-4.673475831	4.372927444	-0.129486233	376.8858948	113.1600647	671.7505493	13.15364404	9.883454484	1.794766887	333.3595276	87.39694214	312.3566589	-10.21850258	31.15375639	13.04734325	417.7752991	118.6216812	52.23109436	-4.081669395	4.526606273	-1.229979932	537.069519	51.39532471	1321.371582	2.577274767	-3.324878672	-8.535652401	788.7716064	29.87422752	1336.515625	0.575931529	-3.536472383	-0.222911174	272.982666	296.8246765	1018.531372	2.166426081	20.27165653	-0.575193335	242.3076172	295.5578003	1389.004517
548	-4.66295051	4.37039942	-0.120648662	376.9051209	113.1671677	671.7474365	13.14069657	9.884988715	1.784428756	333.3683777	87.39855194	312.3563843	-10.22067629	31.15828481	13.05139611	417.7777405	118.6210785	52.23094177	-4.084845006	4.524724556	-1.243304244	537.0513306	51.38619614	1321.356323	2.578816255	-3.329246578	-8.498217842	788.7546997	29.87348366	1336.496704	0.585053834	-3.547200049	-0.219840057	272.9959106	296.8374023	1018.529053	2.1501237	20.24893591	-0.574007337	242.299118	295.5595398	1389.00293
549	-4.662244439	4.367918354	-0.131094169	376.9219971	113.1657944	671.7446899	13.14157766	9.881177469	1.797757656	333.3772888	87.4008255	312.3541565	-10.22346899	31.15732858	13.05733325	417.7788086	118.6222458	52.23159409	-4.112035562	4.523271007	-1.249865601	537.0344238	51.38323212	1321.350952	2.567718905	-3.329740272	-8.521484027	788.7409668	29.87159538	1336.494141	0.56516523	-3.550706497	-0.221227373	272.9910278	296.8477173	1018.522461	2.133419619	20.26239138	-0.574516986	242.2935028	295.5628662	1388.999146
550	-4.668372826	4.368767432	-0.12445868	376.934967	113.1736374	671.7478027	13.16936031	9.884103352	1.801864521	333.3845215	87.40010071	312.3526917	-10.21861272	31.15507803	13.0554208	417.7768555	118.6212769	52.23167801	-4.104860448	4.523850292	-1.248838405	537.0187378	51.36535645	1321.355347	2.582355574	-3.33044122	-8.501530483	788.7286377	29.86832809	1336.501587	0.580252424	-3.549460628	-0.217588042	272.9895325	296.8563232	1018.518188	2.138582815	20.28310734	-0.570405479	242.278183	295.5636292	1388.996582
551	-4.657667785	4.369988328	-0.123606961	376.9437256	113.1753922	671.7502441	13.18642383	9.885071531	1.826935371	333.3861694	87.41494751	312.3505249	-10.21977129	31.15354465	13.05574353	417.7755127	118.6223755	52.23028183	-4.090993457	4.524339504	-1.264324364	537.0071411	51.35787582	1321.366577	2.580321031	-3.327623127	-8.508829394	788.717041	29.85186768	1336.513062	0.581858319	-3.538287292	-0.215999957	272.9950256	296.8630676	1018.511902	2.148017868	20.2655179	-0.571341269	242.27034	295.5661621	1388.993042
552	-4.655992681	4.367287415	-0.145299801	376.9512024	113.1805344	671.7478638	13.17166123	9.886147286	1.845948269	333.3850708	87.41445923	312.3517151	-10.22281158	31.15777596	13.05405647	417.7767029	118.6237183	52.22962189	-4.100157436	4.522370702	-1.263509437	536.9959717	51.35710907	1321.380127	2.581937438	-3.329890323	-8.500588771	788.7044678	29.8475399	1336.526978	0.575688204	-3.554742712	-0.216685524	273.0021667	296.8634338	1018.50824	2.143171635	20.25882431	-0.572109291	242.2608185	295.5682983	1388.985596
553	-4.651383157	4.369864531	-0.161060156	376.9549255	113.1910553	671.7463989	13.13439572	9.881971479	1.835149313	333.3855896	87.40349579	312.3568726	-10.22209185	31.16090077	13.04736886	417.7779846	118.6267319	52.22782135	-4.098128016	4.523332051	-1.309562415	536.9848633	51.34938049	1321.392212	2.58439161	-3.326419306	-8.521789678	788.6917725	29.83152008	1336.536133	0.584298191	-3.569771049	-0.211144573	273.0049438	296.8648682	1018.509827	2.131349005	20.26765233	-0.575314038	242.2534943	295.5744629	1388.982788
554	-4.635788982	4.368649184	-0.151077168	376.9544678	113.2021027	671.7446289	13.10581821	9.878112422	1.821021707	333.3883972	87.41490936	312.3543701	-10.21694189	31.1584863	13.05081042	417.7776184	118.6262131	52.22954941	-4.122849886	4.523965978	-1.311672516	536.9749756	51.34547424	1321.404541	2.561739501	-3.322387574	-8.508523743	788.6779175	29.81542015	1336.547729	0.58834892	-3.56970232	-0.213888094	273.0069275	296.8676758	1018.507874	2.151520047	20.25910264	-0.576619351	242.2411957	295.5807495	1388.978149
555	-4.668536324	4.369534547	-0.137665998	376.9517517	113.2083969	671.7423096	13.11355766	9.879796917	1.823538632	333.3933411	87.42292023	312.3520813	-10.21908742	31.15532733	13.04272946	417.7793274	118.6272354	52.23070526	-4.111656913	4.522026205	-1.339650359	536.9685059	51.34506989	1321.412476	2.551834019	-3.324104512	-8.515009862	788.6679077	29.79603005	1336.559448	0.589072013	-3.571679873	-0.211556679	273.0110779	296.871521	1018.506775	2.137734805	20.2623726	-0.572446906	242.2374725	295.583252	1388.972046
556	-4.656563002	4.371428217	-0.14877418	376.9465332	113.2121964	671.7435913	13.123137	9.880788149	1.823859011	333.3960571	87.43226624	312.3531189	-10.22271083	31.15752324	13.04389571	417.7807007	118.6266937	52.22932434	-4.118293723	4.523648801	-1.323615422	536.9655151	51.33206558	1321.421753	2.580837777	-3.321480866	-8.512309376	788.6565552	29.78314781	1336.576538	0.584129571	-3.556843635	-0.213524787	273.0085754	296.8810425	1018.507874	2.119972898	20.2531416	-0.579884448	242.2200775	295.5849304	1388.967651
557	-4.650435042	4.370048519	-0.132573785	376.9410706	113.2088623	671.7444458	13.13489347	9.885966286	1.807992268	333.3961792	87.42965698	312.355896	-10.22154629	31.15733882	13.05060466	417.782196	118.6256409	52.23049927	-4.116505067	4.519645457	-1.308693167	536.9616699	51.33968735	1321.435425	2.559585003	-3.319634367	-8.511079088	788.6478882	29.75922203	1336.598022	0.573707289	-3.568876721	-0.211055473	273.0137634	296.885498	1018.509033	2.155684115	20.24197936	-0.577342924	242.2186127	295.5827942	1388.962524
558	-4.672677126	4.372717416	-0.113446814	376.9356079	113.2258759	671.7423706	13.15187332	9.889126102	1.79506336	333.3934326	87.4213562	312.3586731	-10.21949125	31.15717148	13.05239076	417.7814331	118.6259689	52.2300148	-4.121370723	4.516258964	-1.294655954	536.9569092	51.331604	1321.443848	2.55525381	-3.320174592	-8.544109883	788.642395	29.74118042	1336.621216	0.610549863	-3.560468758	-0.210276472	273.0125427	296.8878784	1018.510193	2.1412547	20.25339773	-0.572974378	242.2093811	295.5808105	1388.960327
559	-4.730148899	4.364649255	-0.149761076	376.9335327	113.2345886	671.7423096	13.1651717	9.889436876	1.784369205	333.3903503	87.42281342	312.3586426	-10.21960993	31.15307679	13.05132696	417.7792358	118.6259308	52.22885132	-4.131338957	4.514418228	-1.301422003	536.9552002	51.32760239	1321.450439	2.526724323	-3.323631308	-8.526897806	788.6383667	29.70742416	1336.648315	0.60974262	-3.537954107	-0.209698947	273.0093689	296.8875732	1018.514587	2.159183733	20.24129122	-0.575085333	242.2013855	295.5826721	1388.959229
560	-4.699687536	4.368680347	-0.145771485	376.9361877	113.2424088	671.739563	13.12717109	9.882417149	1.798637043	333.389679	87.431633	312.3569641	-10.21679504	31.15681973	13.05487183	417.7769775	118.6276169	52.22769165	-4.105051267	4.512342277	-1.249642339	536.9564209	51.32253265	1321.456299	2.524354888	-3.325526259	-8.563855106	788.6359863	29.68460465	1336.676636	0.597441716	-3.569115137	-0.209766702	273.0091858	296.887085	1018.514282	2.133142356	20.26507565	-0.576222453	242.2046814	295.5858459	1388.95813
561	-4.679596107	4.371582324	-0.13802577	376.9398499	113.2515869	671.7398682	13.13719183	9.882227611	1.82016708	333.3917542	87.42963409	312.3588562	-10.21870407	31.16228388	13.04981492	417.7773132	118.6261444	52.2265625	-4.106863401	4.509640937	-1.257151172	536.9580688	51.32030487	1321.460815	2.537658602	-3.33053727	-8.522744197	788.6365967	29.6639843	1336.701782	0.618718182	-3.572103772	-0.209160243	273.0055847	296.8883972	1018.516296	2.137642384	20.24932694	-0.571079267	242.20401	295.5896912	1388.960571
562	-4.66969831	4.371124701	-0.145062346	376.9440918	113.2513351	671.7433472	13.15575116	9.883571451	1.814454054	333.3925781	87.42746735	312.3602905	-10.21761381	31.16004699	13.04723226	417.7771912	118.6227875	52.22695541	-4.125257528	4.50414605	-1.292430166	536.9641724	51.31093979	1321.4729	2.541855753	-3.336462459	-8.527021603	788.6426392	29.65522385	1336.727417	0.597302177	-3.569620571	-0.210380072	273.0078735	296.8904419	1018.517761	2.142265141	20.24725227	-0.570762197	242.2052002	295.5933228	1388.964233
563	-4.659176403	4.369891425	-0.122260399	376.9447632	113.254982	671.7418823	13.11839685	9.883898446	1.80738801	333.3938293	87.42874908	312.3606262	-10.21407235	31.1559762	13.04628201	417.7770081	118.6224747	52.22682571	-4.134249898	4.496983316	-1.297223145	536.9746094	51.31371689	1321.487671	2.528020565	-3.339079062	-8.537575099	788.6494141	29.65202141	1336.75354	0.597615726	-3.558518739	-0.215032284	272.997467	296.894104	1018.519348	2.151675221	20.24251724	-0.566074552	242.2023621	295.5945129	1388.966187
564	-4.646126046	4.368249618	-0.124931537	376.9429016	113.2633743	671.741333	13.12995609	9.884286913	1.81416804	333.3947754	87.43327332	312.3613892	-10.21544864	31.15842482	13.04517466	417.7775879	118.6241455	52.22696304	-4.125100006	4.491604542	-1.311023542	536.9864502	51.32658005	1321.501953	2.50840853	-3.342341544	-8.572688248	788.6556396	29.64623642	1336.7771	0.638926738	-3.572600668	-0.215874639	272.987793	296.9033813	1018.524719	2.160585629	20.22916422	-0.56366531	242.1963043	295.5936279	1388.970337
565	-4.663002163	4.36476921	-0.141269243	376.9380493	113.2741623	671.7412109	13.16683143	9.881527517	1.853090299	333.3923645	87.44351196	312.3613281	-10.21956724	31.15849654	13.04855049	417.780304	118.6281357	52.22721863	-4.141068562	4.494468526	-1.275440391	536.9935303	51.33810806	1321.510986	2.507871293	-3.349821455	-8.567032851	788.659729	29.65218926	1336.803955	0.625711389	-3.547159708	-0.214932966	272.9838257	296.9104004	1018.527039	2.152074787	20.23460105	-0.565349272	242.1953888	295.5891113	1388.974854
566	-4.675004086	4.362820898	-0.158556798	376.9282532	113.2822037	671.7416382	13.16181124	9.881453238	1.848298495	333.3881836	87.44917297	312.3642883	-10.2220799	31.16155305	13.05166249	417.782959	118.6300125	52.22903442	-4.139093783	4.494556891	-1.273966244	536.9945679	51.34011078	1321.509521	2.511603138	-3.347526512	-8.574045748	788.6611938	29.65644074	1336.825684	0.635864145	-3.556997741	-0.215907162	272.9806213	296.9160767	1018.53363	2.147642207	20.2410163	-0.559908066	242.1941376	295.5860901	1388.97583
567	-4.695471175	4.36332804	-0.132485166	376.9137268	113.2876358	671.7435913	13.12971789	9.882868795	1.79841805	333.380127	87.45136261	312.3703003	-10.22114928	31.16284054	13.04507819	417.7832336	118.6309128	52.22967529	-4.132004047	4.492045943	-1.283017418	536.9887695	51.33459473	1321.500366	2.511093862	-3.354946659	-8.60341983	788.6627808	29.64541817	1336.839478	0.626995358	-3.544594972	-0.211323812	272.9812317	296.9228821	1018.538269	2.141139654	20.2364674	-0.556463569	242.1847229	295.5857544	1388.97583
